country_code,country,indicator_code,indicator,year,value
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2010,30.9042190810094
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2011,31.2746502853309
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2012,31.5898935604399
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2013,31.9096789235237
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2014,32.2288233408821
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2015,32.5472990022299
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2016,32.8650780972823
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2017,33.1821328157539
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2018,33.4984353473598
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2019,33.8139578818147
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2020,34.1286726088333
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2021,34.4425517181304
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2022,34.7555673994206
IND,India,SP.URB.TOTL.IN.ZS,Urban population (% of total),2023,35.0676918424186
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2000,78.6126803295375
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2001,79.1577482060887
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2002,80.5469860733981
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2003,82.4206778416671
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2004,84.3710541898905
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2005,85.9573620483714
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2006,87.1460898958075
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2007,88.2701404492656
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2008,89.2921563808851
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2009,90.1131158718189
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2010,90.6228586840649
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2011,90.8631654434251
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2012,91.0265277326652
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2013,91.1516595654317
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2014,91.2548945132333
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2015,91.3532644103625
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2016,91.4541254852142
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2017,91.5498419685883
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2018,91.6377318609728
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2019,91.7164207898107
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2020,91.7809926267889
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2021,91.8741049279527
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2022,91.9776532428406
JPN,Japan,SP.URB.TOTL.IN.ZS,Urban population (% of total),2023,92.0826903891473
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2000,79.0740897861327
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2001,79.3086223667912
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2002,79.5461039768657
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2003,79.7773350255284
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2004,79.9960936968363
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2005,80.1961581748464
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2006,80.3713066436159
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2007,80.5153172872016
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2008,80.6219682896606
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2009,80.6850378350499
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2010,80.6997744673366
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2011,80.6957554256024
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2012,80.6837493386238
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2013,80.660889281215
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2014,80.6242231779766
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2015,80.5707989535091
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2016,80.4976645324131
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2017,80.4018678392891
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2018,80.2804567987377
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2019,80.1304793353594
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2020,79.997451762548
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2021,80.0074765140272
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2022,80.0324978239707
USA,United States,SP.URB.TOTL.IN.ZS,Urban population (% of total),2023,80.071561119178
